N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,70,36.89037984038511
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,70,30.976942732285348
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,70,42.00882691194087
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,70,30.43540852982981
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,70,35.531972268592334
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,70,39.66541216801091
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,70,38.39006729657437
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,70,32.76531531875824
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,70,42.76474253026376
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,70,31.90270179021924
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,70,44.72334226275031
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,70,37.70902023918099
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,70,43.495199901563836
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,70,37.32398590650187
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,70,39.02149068325283
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,80,40.04466643843497
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,80,40.26267220865428
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,80,35.80657893220018
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,80,33.874639057424204
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,80,36.50192610469074
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,80,44.491558926375355
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,80,33.446977706542526
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,80,36.334320425028295
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,80,30.593803210480043
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,80,33.84648020244643
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,80,34.40340624057814
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,80,40.56547392979955
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,80,44.03682482666408
55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,80,43.59693398980626
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,80,30.20927206797323
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,80,36.88153090171118
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,80,31.90285012275381
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,80,40.88334003906583
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,80,43.167666171209234
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,80,31.53801393687379
58,71,15,27.82592799,67.58618829999999,6.919243702,74.01229707,80,40.66938619970705
25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,80,37.36224085072677
52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,80,38.272834087121176
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,80,33.19686909885378
20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,80,41.66955218397458
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,80,39.10682133353016
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,80,41.22664268867646
48,62,15,25.36586097,66.6379724,7.538631462000001,65.81655892,80,34.848277572624326
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,80,32.45213182681762
21,63,22,25.09737391,67.72837887,6.859409487000001,74.61649888,80,43.19127018558261
20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,80,31.107919473116937
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,80,37.17979223491689
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,80,33.075701133077665
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,80,43.411178517439595
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,80,30.417340535963906
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,80,34.24432088449507
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,80,39.36615401116031
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,80,38.53915538405781
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,80,44.74934704928285
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,80,36.94353382346125
24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,80,36.49580022250768
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,80,41.688589534467184
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,80,37.677719924034086
55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,80,36.466412844887685
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,80,41.09274731715445
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,80,41.496948678986364
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,80,39.15732182811221
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,80,30.51226448725357
23,70,15,34.600824700000004,63.11296779,7.403623355,60.41790253,80,33.86074526119239
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,80,37.27253124618752
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,80,38.11168457883457
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,80,38.77587111763765
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,80,39.164292799626146
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,80,39.05150300667397
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,80,42.10140818274221
20,68,17,30.11873003,60.11680815,6.578714842999999,71.72980375,80,30.47661186213382
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,80,36.07396303723351
44,76,22,27.26458947,68.01232937,7.775306272000001,68.91754359,80,34.07841334872671
34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,80,36.83036919698969
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,80,44.06328759626449
25,68,19,29.39982732,64.25510719,7.1084501210000015,67.47677295,80,43.04098785003208
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,80,43.94888437315102
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,80,44.77473254107937
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,80,30.871006642893484
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,80,36.57019573097686
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,80,31.829317279821467
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,80,33.960190475305495
52,70,16,33.66855394,66.60416867,7.534811832999999,67.32520551,80,40.656511236479126
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,80,38.53875388631457
42,58,25,27.45853567,62.90020977,6.513620917999999,69.46020927,80,32.849794600442756
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,80,41.705480412285795
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,80,41.37807892213589
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,80,39.53043071814131
56,76,16,28.27265858,61.18956161,7.5131510760000015,63.29900785,80,36.97319942162717
29,76,15,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,80,44.03724088976317
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,80,38.53141775625359
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,80,43.764434361919385
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,80,37.932939492296995
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,80,30.56902514607646
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,80,37.30886673665968
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,80,35.54797174176435
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,80,42.66298441808379
41,74,18,28.75751783,61.02701476,6.599147297999999,73.37686831,80,41.42834090716275
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,80,42.099963577744546
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,80,41.09692072146753
27,60,17,26.41768321,63.64698302,7.026795358999999,64.42177127,80,44.49788309431667
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,80,42.20479718691955
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,80,41.954228972381536
21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,80,37.91867103229197
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,80,41.445459355185456
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,80,42.80884097779169
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,80,30.609823605554606
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,80,37.94598689769916
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,80,40.35965676204209
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,80,35.9220205409431
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,80,44.16161318119485
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,80,40.6554204681931
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,80,35.06298811084018
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,80,41.72733972731654
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,80,42.23370160147328
32,76,15,28.05153602,63.49802189,7.604110177000001,43.35795377,90,33.171990444658576
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,90,41.57800726152262
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,90,42.386667013442626
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,90,40.42677484408458
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,90,30.86343582729018
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,90,42.12473677177772
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,90,37.78654864555217
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,90,38.54301718952606
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,90,41.29569282517564
8,58,17,28.75273118,69.15640149,7.286049977999999,35.15426171,90,30.84033529574231
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,90,44.98111864787843
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,90,41.579179161091865
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,90,34.40733613420434
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,90,43.88722733397571
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,90,42.423090432012195
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,90,36.06043885091344
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,90,34.22023681196687
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,90,44.33781408441712
22,67,22,29.03017561,64.49166566,7.475926645,54.93937710000001,90,32.01983981480619
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,90,35.24139181264869
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,90,43.79855959157398
13,61,24,18.29783597,69.6897615,7.629910252999999,49.39111479,90,36.3360321658024
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,90,38.29064501663219
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,90,36.693985851186206
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,90,44.79316988390484
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,90,44.81762118988909
32,56,18,20.0467711,65.84395319,7.135251532000001,46.05333124,90,32.13155573176155
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,90,42.663601275823765
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,90,39.64172540726842
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,90,36.34357180230656
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,90,33.049033433348235
3,63,16,24.38041875,61.18458224,6.868881707999999,53.13946695,90,42.4927409661008
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,90,39.73264546613515
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,90,34.2228292249817
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,90,36.80784175970177
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,90,31.492582211990175
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,90,42.22941421768509
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,90,43.991657015366364
31,58,15,28.31886863,60.19461399,6.167855382000001,45.36521251,90,43.96583944110501
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,90,37.38666275306962
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,90,33.482100645708606
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,90,32.25898181933016
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,90,38.98508341516522
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,90,38.734299453688266
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,90,36.954749278624035
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,90,36.3836188117565
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,90,35.95390030014433
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,90,33.53201180605869
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,90,44.13197925102189
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,90,34.004138512985236
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,90,44.646884463701305
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,90,36.21730356070089
12,58,23,21.74600081,63.39503184,6.765091462000001,50.43306085,90,42.64822637914398
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,90,36.86635217625563
6,68,18,24.388717,62.50453062,6.711341147000001,47.26052494,90,36.41747421878438
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,90,44.23170773244099
38,77,22,28.234829,69.3159965,6.313284267999999,35.36831423,90,37.2610089678563
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,90,30.34131677809192
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,90,39.191439237975025
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,90,40.127290984876716
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,90,43.56303486216748
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,90,39.21688061354244
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,90,39.60831470145974
28,69,16,29.77013109,66.29327012,6.547361617999999,35.69674138,90,35.95654244994294
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,90,36.396879710298975
12,67,23,25.62896213,63.14909763,6.585020302999999,45.49683991,90,37.45977618086334
36,67,20,20.39078312,60.47528931,6.924042372000001,53.31508572,90,38.15531183225438
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,90,33.39942481277146
12,71,19,24.91079638,60.71367427,7.142611056000002,42.19740397,90,34.77548154649401
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,90,37.52677350316209
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,90,38.03473230764528
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,90,41.28223920890395
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,90,44.0399610702727
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,90,42.923974406391544
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,90,40.7630912879979
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,90,36.604827678219415
10,75,17,18.43966037,68.05394959,7.732194787999999,39.00992137,90,32.06726667839117
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,90,38.3795995627702
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,90,37.74009604057912
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,90,38.678338915077774
7,63,24,19.55750776,64.45268309,6.818681086000002,53.04669416,90,40.713398760237375
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,90,38.43374940039232
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,90,34.01143757546619
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,90,42.19887300443135
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,90,35.40731750270692
28,67,21,21.79792649,63.73086065,6.250994222999999,46.62370222,90,39.31421277663243
28,79,16,24.70626432,60.26854183,6.0521848810000005,53.12442925,90,39.13556304181387
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,90,43.28514086746331
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,90,37.866072952731045
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,90,35.09161082712012
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,90,43.22921743235627
0,67,22,29.82112112,69.4073209,6.5937983870000005,51.56461082,90,35.18491393767036
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,90,30.124462766864372
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,90,31.258527022313494
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,90,43.563395416076304
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,90,43.867327144231325
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,90,39.11921613435715
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,90,34.183821267030915
34,73,15,20.97195263,63.83179889,7.630424082999999,53.10207889,90,42.60025313344879
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,90,35.27258267308518
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,100,44.82647822157067
6,18,37,19.65690085,89.93701023,5.937649577999999,108.0458926,100,31.941403531674734
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,100,38.80194664038989
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,100,35.77071249878599
0,27,38,22.44581266,89.90147027,6.7380162210000005,109.3905998,100,37.514117734440745
31,25,38,24.96273236,92.40501423,6.4973666770000005,109.4169192,100,36.27565010549531
21,21,38,22.5526059,89.32594859999998,6.327673765,104.8955643,100,43.79117819882889
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,100,36.537819017828596
25,27,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,100,31.739426475696177
15,11,38,23.12808226,92.68328358,6.630646082999999,109.3930157,100,30.103748038930764
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,100,42.97033930841507
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,100,33.549762615820825
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,100,38.37221421889216
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,100,37.77182789605716
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,100,37.88597080264667
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,100,34.935626466699276
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,100,33.005694515618686
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,100,36.98980107274
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,100,33.1384563634517
18,23,44,23.71028128,89.61794165,6.184400085,105.64999070000002,100,31.565453295501236
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,100,35.72357190098879
40,27,45,21.66024980000001,94.79397419,5.885638185,112.4349689,100,36.99038492625308
22,23,44,20.13037175,89.31505137,6.1438746910000015,107.3416913,100,30.213506616120693
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,100,42.25029507307172
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,100,43.30610377014428
0,17,42,23.20242586,91.19442671,6.8598408210000015,109.0946323,100,38.12578081461277
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,100,37.15964170831166
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,100,32.77826599562855
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,100,42.56705777030281
29,16,36,19.81069447,88.92944254,5.7403380020000006,102.860084,100,41.50352127124725
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,100,36.78015655208267
34,21,42,18.75927679,89.93457597,6.648687273999999,111.0196744,100,36.50118540158835
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,100,38.09029299464122
25,17,40,18.91251245,87.74938524,6.608023872,111.28005159999998,100,34.82993423895974
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,100,39.162363411823655
26,18,42,19.72620525,89.64934166,6.910374919,108.22872759999998,100,35.2290015479885
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,100,34.403758662516026
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,100,33.2266990478075
5,24,40,24.692258,93.87030088,6.297907578999999,104.6735454,100,38.96794335942545
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,100,34.59708170983968
39,30,38,20.12644921,87.59629625,6.965156737999999,108.065579,100,36.894219552565794
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,100,32.32067411268154
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,100,37.57601604833427
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,100,31.287058901446724
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,100,44.410096201411406
9,25,41,24.81530144,91.90842992,5.972714857000001,109.2853418,100,44.80001149139358
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,100,33.355933906104184
5,21,38,22.43377991,90.3396556,6.107054807999999,112.459697,100,31.96476721864624
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,100,32.93011457929788
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,100,33.81714911341684
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,100,43.657659629804215
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,100,43.199645064016636
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,100,33.345914533222384
13,7,43,18.20230419,91.12282162,7.013481515,109.66239740000002,100,33.9018450759116
5,13,37,22.34375696,89.7870345,5.648243648999999,103.3183074,100,34.75448314205331
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,100,32.18934656469567
7,23,35,19.75088482,88.71691157,7.054313822999999,102.5538035,100,38.88153951449413
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,100,34.85264269992676
4,19,43,18.07132963,93.14554876,5.7794274020000005,106.3602023,100,35.97974597328083
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,100,42.67144610568292
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,100,42.800980924498205
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,100,36.377373965313744
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,100,36.378295930538805
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,100,30.960075434199904
40,11,44,24.45840036,86.10874614,6.322396027000001,111.3779693,100,34.7459046731387
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,100,32.937263204787975
3,27,44,24.56811204,92.03009222,6.591302797000001,110.9633894,100,37.125926169973496
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,100,44.638179606401955
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,100,36.95408441903304
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,100,40.21532783184522
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,100,37.15174746846468
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,100,31.29750926215191
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,100,41.46010588039664
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,100,42.33626230959495
15,6,41,19.0087067,88.83768149,6.8973684770000006,108.6793978,100,41.18508805420241
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,100,36.57966131836149
22,9,44,24.72235539,88.87651295,5.744361602000001,112.1926517,100,39.74688791744451
14,8,43,21.92513945,94.46485312,7.051654924,111.71620159999998,100,37.1394607342719
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,100,38.388804596548816
39,17,45,18.09691127,90.42177379,6.9244907310000015,104.88188999999998,100,36.15934593441004
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,100,42.865803791966506
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,100,31.52542553703055
32,13,42,23.50128217,92.97527546,5.786058032000001,106.61905,100,38.908577697533424
18,9,40,19.44623085,89.02127045,5.627186257000001,106.1606833,100,37.88971201890522
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,100,40.92001564046526
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,100,42.53861075230135
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,100,43.52420340699711
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,100,33.720377015330534
40,18,43,19.38603815,86.79058496,5.767372539,109.91309840000002,100,32.70408332445357
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,100,31.734470654945444
9,16,36,23.77989026,92.93386903,5.893332377999999,106.977723,100,30.934632029478852
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,100,37.19107827757107
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,100,36.68600719382857
40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,100,41.97264255565081
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,100,39.54704721923602
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,100,31.627705693992
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,100,30.569477575648047
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,100,34.395773728716115
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,100,33.739496899484934
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,100,35.228689218090416
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,110,35.22362638303361
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,110,32.28537106992373
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,110,36.23546639765058
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,110,44.474930146240894
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,110,44.5679031934584
93,94,53,25.86632408,84.42379269,6.079178787999999,114.5357503,110,35.13991372442894
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,110,36.14962200187481
108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,110,39.63685890898305
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,110,38.140267137726305
105,77,52,29.16226551,76.16151562,5.816622478999999,100.0075679,110,32.457882661624
118,88,52,28.65003945,82.68752542,5.8431631610000005,98.75084366,110,37.734945842699304
101,87,54,29.07311132,76.50045221,6.376756632999999,100.1692639,110,36.43365935815577
95,75,50,28.08166093,75.26429821,5.623615687000001,118.2761894,110,37.96964890278256
106,85,53,27.1994597,78.80860679999998,5.91505509,99.72430835,110,32.9073197853605
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,110,37.097357359011326
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,110,40.69604543309245
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,110,38.29192206631862
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,110,31.71158384062078
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,110,33.00156826299409
117,86,48,28.6956201,82.54195839,6.225225238999999,116.1616839,110,39.0881912912697
114,94,53,26.33544853,76.8532006,6.190757458999999,118.6858263,110,33.35707380380407
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,110,39.18302859042274
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,110,34.25544880635306
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,110,34.25932364316031
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,110,38.64313988294784
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,110,32.77371979695525
112,73,48,29.244063800000006,77.32017166,5.7074889870000005,90.66727868,110,43.89030638190073
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,110,44.8296399073956
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,110,36.101644529447285
